log2p,multiposfold,log2lod,weak_posfold,positivity_ratefold
-0.7893055984958788,-0.020187878506882972,0.8631833624926628,-0.14707276517072715,-0.15972656284028308
-0.7893055984958788,-0.020187878506882972,0.8631833624926628,-0.14707276517072715,-0.15972656284028308
0.21069440150412122,0.2235477434671101,0.8631833624926628,-0.03458156287524633,-0.11542581301594068
0.21069440150412122,0.2235477434671101,0.8631833624926628,-0.03458156287524633,-0.11542581301594068
0.21069440150412122,0.2235477434671101,0.8631833624926628,-0.03458156287524633,-0.11542581301594068
0.21069440150412122,0.2235477434671101,0.8631833624926628,-0.03458156287524633,-0.11542581301594068
-0.4673775036085166,-0.357411972261817,1.4090074693068608,-0.40675522081467724,0.14689269417876422
-0.4673775036085166,-0.357411972261817,1.0487027027064428,-0.41283942362436504,0.08474506825205708
-0.4673775036085166,-0.357411972261817,1.0487027027064428,-0.45996711267138685,0.14689269417876422
-0.4673775036085166,-0.357411972261817,1.0487027027064428,-0.47548746112526313,0.14689269417876422
-0.7893055984958788,-0.357411972261817,-1.469313974104887,-0.4386400231241288,-0.09851698075202475
0.21069440150412122,-0.357411972261817,-0.5909925306931392,0.3022412208389646,-0.04898788969485146
-1.7893055984958788,-0.357411972261817,0.08707937441949909,0.31642675177616736,0.5941062896787221
-0.7893055984958788,-0.357411972261817,0.08707937441949909,0.31642675177616736,0.35446713196504576
-0.2043430977747227,-0.357411972261817,0.08707937441949909,0.31642675177616736,0.0900742877844023
0.21069440150412122,-0.357411972261817,0.08707937441949909,0.31642675177616736,0.012245333578510653
0.5326224963914834,-0.357411972261817,0.08707937441949909,0.31642675177616736,-0.03834924235495363
1.2106944015041212,-0.357411972261817,0.08707937441949909,0.31642675177616736,-0.2244623085237617
-1.7893055984958788,-0.357411972261817,-3.912920625580502,0.398500646608066,0.5941062896787221
-0.7893055984958788,-0.357411972261817,-3.912920625580502,0.398500646608066,0.22808088589428355
0.21069440150412122,-0.357411972261817,-3.912920625580502,0.398500646608066,0.012245333578510653
-1.7893055984958788,-0.357411972261817,0.4090074693068608,0.33201121193080635,0.5941062896787221
-0.7893055984958788,-0.357411972261817,0.4090074693068608,0.33201121193080635,0.22808088589428355
0.21069440150412122,-0.357411972261817,0.4090074693068608,0.33201121193080635,0.012245333578510653
-0.7893055984958788,-0.357411972261817,-0.5909925306931392,-0.289735229946472,0.07579380897742993
-0.7893055984958788,-0.357411972261817,-0.5909925306931392,-0.35929446687995664,0.07579380897742993
-0.4673775036085166,-0.357411972261817,1.4090074693068608,0.4865439170441987,0.14689269417876422
0.5326224963914834,-0.357411972261817,1.4090074693068608,0.4865439170441987,-0.03834924235495363
-0.4673775036085166,-0.357411972261817,2.1138794337632145,0.4865439170441987,0.14689269417876422
0.5326224963914834,-0.357411972261817,2.1138794337632145,0.4865439170441987,-0.03834924235495363
-0.4673775036085166,-0.357411972261817,1.4090074693068608,0.4865439170441987,0.14689269417876422
0.5326224963914834,-0.357411972261817,1.4090074693068608,0.4865439170441987,-0.03834924235495363
-0.4673775036085166,-0.357411972261817,0.4090074693068608,0.4865439170441987,0.14689269417876422
0.5326224963914834,-0.357411972261817,0.4090074693068608,0.4865439170441987,-0.03834924235495363
-0.4673775036085166,-0.357411972261817,-4.2348487204678635,-0.3780319604323234,-0.03834924235495363
0.5326224963914834,0.45278030573597794,-1.3279581248593457,0.1481473297060691,-0.034147941106422275
-0.4673775036085166,-0.357411972261817,1.0487027027064428,0.15549075492124503,0.14689269417876422
0.5326224963914834,-0.357411972261817,1.0487027027064428,0.15549075492124503,4.540534713437516e-4
1.5326224963914838,-0.357411972261817,1.0487027027064428,0.15549075492124503,-0.13048070752622576
-0.4673775036085166,-0.357411972261817,1.0487027027064428,0.08410320726968451,0.14689269417876422
0.5326224963914834,-0.357411972261817,1.0487027027064428,0.08410320726968451,-0.03834924235495363
1.5326224963914838,-0.357411972261817,1.0487027027064428,0.08410320726968451,-0.15696634705219525
